"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2013;"LOGÍSTICA/TRANSPORTES";"0,03";"0,03";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2012;"LOGÍSTICA/TRANSPORTES";"0,04";"0,04";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2011;"LOGÍSTICA/TRANSPORTES";"0,04";"0,04";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2010;"LOGÍSTICA/TRANSPORTES";"0,14";"0,14";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2009;"LOGÍSTICA/TRANSPORTES";"0,14";"0,14";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2008;"LOGÍSTICA/TRANSPORTES";"0,14";"0,14";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2007;"LOGÍSTICA/TRANSPORTES";"0,14";"0,14";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"METRÔ/SP";"CIA. DO METROPOLITANO DE SÃO PAULO";"62.070.362/0001-06";"PARTICIPAÇÃO ACIONÁRIA";2006;"LOGÍSTICA/TRANSPORTES";"0,14";"0,14";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"MMX MINERAÇÃO";"MMX MINERAÇÃO E METÁLICOS S.A.";"02.762.115/0001-49";"PARTICIPAÇÃO ACIONÁRIA";2013;"MINERAÇÃO";"0,66";"0,66";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MMX MINERAÇÃO";"MMX MINERAÇÃO E METÁLICOS S.A.";"02.762.115/0001-49";"PARTICIPAÇÃO ACIONÁRIA";2012;"MINERAÇÃO";"1,02";"1,02";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MMX MINERAÇÃO";"MMX MINERAÇÃO E METÁLICOS S.A.";"02.762.115/0001-49";"PARTICIPAÇÃO ACIONÁRIA";2011;"MINERAÇÃO";"0,9";"0,9";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MOBIGROUP";"MOBIGROUP PARTICIPACOES SOCIETARIAS S.A.";"13.773.117/0001-50";"PARTICIPAÇÃO ACIONÁRIA";2014;"TI - TECNOLOGIA DA INFORMAÇÃO";"12,83";"12,83";"0,0";"FECHADA";"NÃO";"SIM";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2019;"IMOBILIÁRIO";"1,56";"1,56";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2018;"IMOBILIÁRIO";"1,56";"1,56";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2017;"IMOBILIÁRIO";"1,56";"1,56";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2016;"IMOBILIÁRIO";"1,56";"1,56";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2015;"IMOBILIÁRIO";"1,56";"1,56";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2014;"IMOBILIÁRIO";"1,54";"1,54";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2013;"IMOBILIÁRIO";"1,43";"1,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2012;"IMOBILIÁRIO";"1,43";"1,43";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MRV";"MRV ENGENHARIA E PARTICIPAÇÕES S.A.";"08.343.492/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2011;"IMOBILIÁRIO";"1,14";"1,14";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"MUNDIAL S.A.";"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"88.610.191/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CONSUMO";"1,11";"0,0";"2,3";"ABERTA";"NÃO";"NÃO";"NÃO"
"MUNDIAL S.A.";"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"88.610.191/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CONSUMO";"1,11";"0,0";"2,3";"ABERTA";"NÃO";"NÃO";"NÃO"
"MUNDIAL S.A.";"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"88.610.191/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CONSUMO";"1,53";"0,0";"3,18";"ABERTA";"NÃO";"NÃO";"NÃO"
"MUNDIAL S.A.";"MUNDIAL S.A. - PRODUTOS DE CONSUMO";"88.610.191/0001-54";"PARTICIPAÇÃO ACIONÁRIA";2006;"BENS DE CONSUMO";"3,13";"0,0";"6,51";"ABERTA";"NÃO";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2013;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2012;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2011;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2008;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"MWI (ZUM NET)";"MWI - SISTEMAS DE COMUNICAÇÃO S.A.";"03.306.302/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"11,49";"0,0";"36,5";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2015;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2014;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2013;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2012;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2011;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2010;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2009;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NANOCORE";"NANOCORE BIOTECNOLOGIA S.A.";"05.818.663/0001-31";"PARTICIPAÇÃO ACIONÁRIA";2008;"SAÚDE";"33,01";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NATURA";"NATURA COSMÉTICOS S.A.";"71.673.990/0001-77";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CONSUMO";"0,14";"0,14";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"NATURA";"NATURA COSMÉTICOS S.A.";"71.673.990/0001-77";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CONSUMO";"0,14";"0,14";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"NATURA";"NATURA COSMÉTICOS S.A.";"71.673.990/0001-77";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CONSUMO";"0,14";"0,14";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2022;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2021;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2020;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2019;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2018;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2017;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2016;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2015;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2014;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2010;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2009;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2008;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2007;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NESBER";"NESBER S.A.";"50.691.344/0001-62";"PARTICIPAÇÃO ACIONÁRIA";2006;"BENS DE CONSUMO";"20,0";"20,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NET";"NET SERVIÇOS DE COMUNICAÇÃO S.A.";"00.108.786/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"0,35";"0,0";"0,52";"ABERTA";"NÃO";"NÃO";"NÃO"
"NET";"NET SERVIÇOS DE COMUNICAÇÃO S.A.";"00.108.786/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2007;"TELECOMUNICAÇÕES";"1,32";"0,0";"1,98";"ABERTA";"SIM";"SIM";"SIM"
"NET";"NET SERVIÇOS DE COMUNICAÇÃO S.A.";"00.108.786/0001-65";"PARTICIPAÇÃO ACIONÁRIA";2006;"TELECOMUNICAÇÕES";"6,13";"0,0";"9,86";"ABERTA";"SIM";"SIM";"SIM"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2022;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2021;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2020;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2019;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2018;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2017;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2016;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2015;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2014;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2013;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2012;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2011;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2010;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2009;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2008;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2007;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NETUNO";"NETUNO ALIMENTOS S.A.";"00.580.504/0001-28";"PARTICIPAÇÃO ACIONÁRIA";2006;"ALIMENTOS/BEBIDAS";"33,28";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2022;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2021;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2020;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2019;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2018;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2017;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2016;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2015;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2014;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2013;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2012;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2011;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2010;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2009;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2008;"ALIMENTOS/BEBIDAS";"35,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2007;"ALIMENTOS/BEBIDAS";"12,24";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NILZA";"INDÚSTRIA DE ALIMENTOS NILZA S.A.";"05.875.777/0001-13";"PARTICIPAÇÃO ACIONÁRIA";2006;"ALIMENTOS/BEBIDAS";"0,0";"0,0";"0,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2020;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2019;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2018;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2017;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2016;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2015;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2014;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2013;"QUÍMICA/PETROQUÍMICA";"20,0";"20,0";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2012;"QUÍMICA/PETROQUÍMICA";"20,0";"0,0";"100,0";"ABERTA";"SIM";"SIM";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2011;"QUÍMICA/PETROQUÍMICA";"20,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2010;"QUÍMICA/PETROQUÍMICA";"20,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2009;"QUÍMICA/PETROQUÍMICA";"20,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
"NORTEC";"NORTEC QUÍMICA S.A.";"29.950.060/0001-57";"PARTICIPAÇÃO ACIONÁRIA";2008;"QUÍMICA/PETROQUÍMICA";"20,0";"0,0";"100,0";"FECHADA";"SIM";"NÃO";"NÃO"
